employee_id,job_role,years_experience,education_level,country,industry,company_size,remote_work_type,team_size,salary_usd_k,primary_ai_tool,ai_tools_used_per_day,hours_with_ai_assistance_daily,ai_replaces_my_tasks_pct,ai_adoption_stage,weekly_ai_upskilling_hrs,productivity_score,burnout_score,job_satisfaction_1_5,fear_of_ai_replacement,attrition_risk
EMP0741,AI Ethics Officer,4,Master,Netherlands,E-commerce,Enterprise (5000+),Hybrid,38,225,GitHub Copilot,1,0.6,38,Optimizing,7.1,44,43,4.0,Low,Low
EMP0742,Cloud Architect,6,Bootcamp,UK,Automotive,Small (50-200),Hybrid,47,234,Claude,6,1.4,54,AI-First,2.7,59,49,3.2,High,Medium
EMP0743,ML Engineer,10,PhD,USA,Fintech,Large (1000-5000),On-site,22,151,Midjourney,5,5.4,69,Optimizing,9.4,65,56,4.0,High,Medium
EMP0744,Cloud Architect,7,Master,Singapore,Fintech,Startup (<50),Hybrid,17,193,Cursor,7,4.8,66,Experimenting,6.7,78,60,3.0,High,Medium
EMP0745,Cloud Architect,13,Bachelor,Singapore,Consulting,Mid (200-1000),Fully Remote,29,117,GitHub Copilot,2,4.7,47,Optimizing,0.5,44,49,3.4,High,Medium
EMP0746,AI Researcher,14,Bootcamp,Netherlands,SaaS,Small (50-200),Hybrid,26,179,Perplexity,7,0.7,60,AI-First,1.4,55,59,2.7,Low,Medium
EMP0747,Frontend Engineer,4,Self-taught,Singapore,Gaming,Mid (200-1000),On-site,34,129,Claude,6,4.0,19,AI-First,1.9,59,56,3.1,High,Medium
EMP0748,DevOps Engineer,8,Bootcamp,India,Cybersecurity,Startup (<50),Fully Remote,18,183,Claude,5,7.4,52,Optimizing,2.4,62,57,3.0,Medium,Medium
EMP0749,Prompt Engineer,5,PhD,UK,Consulting,Startup (<50),On-site,44,220,Notion AI,5,3.5,53,AI-First,7.3,52,39,4.4,Low,Low
EMP0750,Product Manager,1,Bootcamp,Netherlands,SaaS,Enterprise (5000+),Fully Remote,31,111,ChatGPT,4,5.2,48,Experimenting,0.9,64,57,3.2,Medium,Medium
EMP0751,Software Engineer,4,Self-taught,Singapore,Gaming,Startup (<50),Hybrid,42,216,Notion AI,2,6.3,14,Experimenting,3.5,44,49,3.7,Medium,Low
EMP0752,Frontend Engineer,3,Bachelor,USA,Cybersecurity,Mid (200-1000),Hybrid,5,216,Perplexity,2,6.4,24,AI-First,9.1,34,50,3.4,Low,Low
EMP0753,Software Engineer,9,Master,France,E-commerce,Large (1000-5000),Hybrid,3,131,Perplexity,6,4.4,74,Experimenting,5.6,67,65,2.6,Low,Medium
EMP0754,AI Researcher,8,PhD,Brazil,Gaming,Large (1000-5000),Hybrid,10,46,Claude,5,6.9,12,Experimenting,2.7,66,58,3.3,Low,Low
EMP0755,DevOps Engineer,1,Self-taught,Germany,Automotive,Enterprise (5000+),On-site,32,54,Gemini,2,3.4,49,Integrating,9.6,64,58,3.9,Medium,Low
EMP0756,Cloud Architect,6,PhD,Germany,Fintech,Mid (200-1000),Hybrid,26,144,Cursor,2,7.2,38,Integrating,2.4,34,60,2.5,Low,Medium
EMP0757,Data Scientist,9,Bootcamp,India,SaaS,Mid (200-1000),Fully Remote,38,203,Perplexity,7,2.3,55,Optimizing,9.1,57,57,3.3,Low,Medium
EMP0758,Product Manager,7,PhD,Australia,SaaS,Startup (<50),Hybrid,37,111,Notion AI,6,2.6,8,Integrating,7.3,59,39,4.4,Medium,Low
EMP0759,ML Engineer,4,Self-taught,USA,SaaS,Mid (200-1000),Fully Remote,6,113,Claude,4,0.9,43,AI-First,7.4,75,37,3.4,High,Medium
EMP0760,Data Scientist,13,Master,Australia,Cybersecurity,Small (50-200),Fully Remote,25,182,Gemini,7,6.5,28,AI-First,7.6,62,63,3.4,High,Medium
EMP0761,AI Researcher,17,Master,UK,Automotive,Startup (<50),Fully Remote,25,101,Midjourney,7,3.6,59,Integrating,5.1,50,55,3.6,Low,Medium
EMP0762,Frontend Engineer,2,PhD,Brazil,Gaming,Small (50-200),On-site,30,185,Midjourney,3,2.2,30,Integrating,8.1,58,35,3.2,High,Medium
EMP0763,ML Engineer,5,Bachelor,UK,Fintech,Enterprise (5000+),Hybrid,46,85,Notion AI,1,2.2,29,Optimizing,8.4,65,34,4.4,Medium,Low
EMP0764,AI Ethics Officer,12,PhD,Netherlands,Automotive,Large (1000-5000),Hybrid,32,144,Perplexity,3,7.3,40,Optimizing,3.6,66,49,3.1,Medium,Low
EMP0765,Backend Engineer,8,Bootcamp,USA,Consulting,Enterprise (5000+),Fully Remote,38,148,Gemini,2,6.8,75,Integrating,4.0,59,56,3.3,Medium,Medium
EMP0766,ML Engineer,6,Master,Netherlands,E-commerce,Large (1000-5000),Fully Remote,20,100,ChatGPT,5,4.7,78,Integrating,8.9,62,68,3.2,Medium,Medium
EMP0767,Prompt Engineer,8,Master,Canada,Healthtech,Enterprise (5000+),On-site,24,160,Notion AI,1,5.1,62,Integrating,5.2,29,57,3.7,Low,Low
EMP0768,AI Researcher,18,Master,Singapore,Automotive,Mid (200-1000),Hybrid,36,82,ChatGPT,1,4.1,16,Experimenting,8.7,52,49,2.6,Medium,Low
EMP0769,Data Analyst,3,Bachelor,Germany,Consulting,Small (50-200),On-site,7,211,Midjourney,5,3.4,5,Integrating,6.3,61,47,4.3,Medium,Low
EMP0770,Backend Engineer,12,Bachelor,France,Fintech,Large (1000-5000),Fully Remote,7,138,Cursor,1,7.4,54,Optimizing,5.9,50,68,3.4,Medium,Medium
EMP0771,Software Engineer,3,Self-taught,Netherlands,Healthtech,Startup (<50),Fully Remote,38,233,Claude,5,1.4,29,Optimizing,0.3,67,46,4.0,High,Medium
EMP0772,Product Manager,6,PhD,Australia,Healthtech,Small (50-200),On-site,31,94,Notion AI,1,3.6,9,Optimizing,2.8,50,42,3.8,Medium,Low
EMP0773,Software Engineer,2,PhD,Canada,Automotive,Startup (<50),Hybrid,2,246,Perplexity,7,3.1,72,Integrating,5.0,60,56,2.9,Medium,Medium
EMP0774,ML Engineer,12,Bootcamp,Germany,SaaS,Small (50-200),Fully Remote,9,206,Perplexity,6,4.2,10,Optimizing,5.9,72,40,3.1,Medium,Low
EMP0775,Software Engineer,2,Master,Netherlands,EdTech,Small (50-200),Fully Remote,29,172,Midjourney,6,3.9,30,Experimenting,6.3,57,51,2.5,High,High
EMP0776,Prompt Engineer,6,Bachelor,Canada,Fintech,Enterprise (5000+),On-site,26,224,Midjourney,3,4.4,59,Integrating,7.2,56,48,3.7,Medium,Low
EMP0777,AI Researcher,17,Bootcamp,Canada,SaaS,Large (1000-5000),Hybrid,34,151,Notion AI,7,1.5,43,Optimizing,6.6,72,45,4.0,High,Medium
EMP0778,AI Ethics Officer,3,Bootcamp,USA,Fintech,Large (1000-5000),Hybrid,39,182,Notion AI,1,4.3,13,Optimizing,8.5,41,36,3.8,High,Medium
EMP0779,Frontend Engineer,2,Bachelor,UK,EdTech,Small (50-200),Fully Remote,15,130,Gemini,4,2.3,49,Integrating,3.0,46,58,2.8,Medium,Low
EMP0780,Product Manager,8,PhD,Canada,E-commerce,Mid (200-1000),Fully Remote,12,55,ChatGPT,5,1.9,18,Optimizing,6.4,73,44,3.6,Medium,Low
EMP0781,Prompt Engineer,12,Master,India,EdTech,Mid (200-1000),On-site,3,96,Cursor,7,1.0,59,AI-First,0.5,58,66,2.5,Low,Medium
EMP0782,Prompt Engineer,4,PhD,UK,Media,Startup (<50),Fully Remote,31,141,Gemini,1,6.2,13,Integrating,4.8,58,40,3.7,High,Medium
EMP0783,Software Engineer,5,Bootcamp,Germany,Automotive,Startup (<50),Hybrid,31,249,Midjourney,6,3.7,19,Optimizing,2.7,44,37,3.4,Low,Low
EMP0784,Software Engineer,13,Master,Germany,Automotive,Enterprise (5000+),On-site,5,64,GitHub Copilot,6,5.2,41,AI-First,3.8,36,53,3.5,Medium,Low
EMP0785,ML Engineer,15,Self-taught,Germany,Consulting,Small (50-200),Fully Remote,14,61,Claude,5,6.0,54,Optimizing,3.5,63,52,3.9,Low,Low
EMP0786,Frontend Engineer,16,Bootcamp,Germany,SaaS,Startup (<50),Hybrid,8,198,Midjourney,4,5.6,76,Integrating,0.6,56,68,3.0,Medium,Medium
EMP0787,Data Scientist,10,PhD,India,Consulting,Startup (<50),Hybrid,39,162,Notion AI,1,4.0,25,Experimenting,4.7,55,45,3.5,Medium,Low
EMP0788,Software Engineer,16,PhD,Netherlands,Media,Small (50-200),Hybrid,4,201,Gemini,1,3.4,61,Integrating,9.9,70,51,3.8,High,Medium
EMP0789,AI Researcher,12,PhD,Brazil,EdTech,Enterprise (5000+),Hybrid,10,126,GitHub Copilot,4,3.3,23,Integrating,3.0,45,52,3.3,Medium,Low
EMP0790,Data Analyst,17,Bachelor,Canada,Automotive,Startup (<50),Fully Remote,15,183,GitHub Copilot,4,5.3,62,Optimizing,7.4,58,44,4.0,High,Medium
EMP0791,Product Manager,16,Bootcamp,Germany,Cybersecurity,Enterprise (5000+),Hybrid,12,237,Midjourney,4,4.2,10,Integrating,5.5,72,45,3.2,Medium,Low
EMP0792,Cloud Architect,12,Master,UK,EdTech,Large (1000-5000),Hybrid,38,226,Cursor,6,6.9,8,AI-First,3.3,51,41,3.4,Low,Low
EMP0793,Software Engineer,8,PhD,UK,EdTech,Enterprise (5000+),Hybrid,15,182,ChatGPT,5,7.1,47,Integrating,0.9,54,64,2.4,Low,Medium
EMP0794,AI Researcher,3,PhD,Canada,Media,Mid (200-1000),Fully Remote,20,121,GitHub Copilot,7,1.8,46,Optimizing,2.2,46,55,2.9,Medium,Medium
EMP0795,AI Researcher,16,Bachelor,Netherlands,E-commerce,Mid (200-1000),Hybrid,9,141,Perplexity,4,1.5,7,Integrating,7.8,80,16,5.0,Low,Low
EMP0796,Product Manager,13,Master,France,Fintech,Enterprise (5000+),On-site,8,180,Notion AI,5,5.2,5,Integrating,2.8,37,40,3.2,Medium,Low
EMP0797,Data Scientist,19,Bootcamp,France,Media,Mid (200-1000),Hybrid,8,63,Notion AI,3,2.8,59,Optimizing,1.4,63,53,2.1,Low,Medium
EMP0798,AI Researcher,8,Self-taught,Brazil,Fintech,Large (1000-5000),Hybrid,4,180,Claude,1,0.6,19,Integrating,3.3,38,18,4.2,Medium,Low
EMP0799,Data Analyst,5,Bachelor,Netherlands,Automotive,Small (50-200),Hybrid,4,232,Notion AI,1,7.2,51,Experimenting,5.8,41,61,2.4,Medium,Medium
EMP0800,AI Researcher,8,Bootcamp,Canada,Media,Mid (200-1000),On-site,19,75,Gemini,2,2.2,50,Integrating,7.0,64,45,3.2,Medium,Low
EMP0801,AI Researcher,12,Self-taught,France,Fintech,Mid (200-1000),On-site,46,88,Gemini,3,7.5,62,Integrating,3.9,48,53,4.3,Low,Low
EMP0802,AI Researcher,1,PhD,France,Consulting,Enterprise (5000+),Fully Remote,34,121,Gemini,7,5.9,75,Optimizing,5.0,70,59,2.6,Low,Medium
EMP0803,AI Ethics Officer,6,PhD,France,Media,Large (1000-5000),Hybrid,38,87,Perplexity,4,6.2,43,AI-First,4.5,71,48,3.7,Medium,Low
EMP0804,AI Ethics Officer,18,Master,Australia,Automotive,Small (50-200),Fully Remote,29,136,Midjourney,4,2.0,7,Experimenting,0.1,60,31,3.9,Low,Low
EMP0805,Data Scientist,8,Self-taught,India,Media,Enterprise (5000+),Hybrid,37,141,Gemini,7,2.3,34,Integrating,4.0,72,46,3.7,Medium,Low
EMP0806,Software Engineer,7,PhD,Canada,Automotive,Enterprise (5000+),Fully Remote,17,210,Perplexity,6,4.4,39,Optimizing,5.9,62,58,2.8,Medium,Medium
EMP0807,AI Researcher,1,PhD,Singapore,Media,Large (1000-5000),On-site,16,45,Gemini,3,1.8,61,AI-First,5.7,57,51,3.9,Low,Low
EMP0808,Frontend Engineer,16,Master,USA,Fintech,Small (50-200),Fully Remote,30,248,Claude,4,2.8,33,AI-First,7.5,51,54,3.4,Medium,Low
EMP0809,Software Engineer,12,Bootcamp,USA,E-commerce,Large (1000-5000),Hybrid,19,107,Perplexity,2,2.9,54,Optimizing,6.7,73,43,3.8,Medium,Low
EMP0810,Data Scientist,6,PhD,Netherlands,Gaming,Small (50-200),Hybrid,47,53,ChatGPT,5,1.7,66,Integrating,2.8,67,54,3.2,Low,Low
EMP0811,DevOps Engineer,2,Bachelor,Canada,Fintech,Large (1000-5000),Fully Remote,47,69,Cursor,1,2.0,56,Experimenting,2.6,57,67,3.4,Medium,Medium
EMP0812,Software Engineer,14,Bachelor,Canada,SaaS,Enterprise (5000+),On-site,20,149,Midjourney,3,6.4,18,Integrating,4.6,63,35,4.1,Low,Low
EMP0813,Software Engineer,4,Bootcamp,USA,Healthtech,Enterprise (5000+),On-site,30,47,Midjourney,1,1.8,39,Integrating,7.3,45,32,4.1,Medium,Low
EMP0814,Backend Engineer,1,Self-taught,Brazil,E-commerce,Startup (<50),Hybrid,7,221,Gemini,5,0.7,32,Optimizing,0.9,69,51,3.6,High,Medium
EMP0815,ML Engineer,18,Master,USA,Consulting,Mid (200-1000),Hybrid,46,105,Claude,3,5.2,62,Optimizing,9.5,71,60,2.1,Low,Medium
EMP0816,Cloud Architect,13,Bachelor,Canada,EdTech,Large (1000-5000),Fully Remote,48,171,GitHub Copilot,5,7.8,34,Optimizing,5.4,46,50,3.4,Medium,Low
EMP0817,Backend Engineer,2,Bachelor,France,Fintech,Startup (<50),Hybrid,28,241,Perplexity,4,3.0,11,Integrating,3.1,63,30,4.0,Medium,Low
EMP0818,Data Analyst,9,Bootcamp,Brazil,Media,Mid (200-1000),Fully Remote,8,123,Gemini,7,1.4,43,Optimizing,6.9,64,45,4.1,Low,Low
EMP0819,AI Ethics Officer,2,Self-taught,Germany,Fintech,Large (1000-5000),Hybrid,28,227,Perplexity,4,4.8,73,Experimenting,0.4,52,62,2.6,Medium,Medium
EMP0820,AI Ethics Officer,9,Self-taught,Singapore,Cybersecurity,Small (50-200),On-site,20,159,Gemini,7,7.3,39,Experimenting,4.8,53,57,3.2,Medium,Medium
EMP0821,ML Engineer,1,Bootcamp,Australia,E-commerce,Mid (200-1000),Fully Remote,18,92,Midjourney,4,6.4,56,Experimenting,4.9,68,50,4.3,Medium,Low
EMP0822,Product Manager,11,Bachelor,India,Gaming,Enterprise (5000+),On-site,42,138,Midjourney,5,5.2,18,AI-First,1.6,62,43,3.6,Medium,Low
EMP0823,Product Manager,3,Master,Germany,Consulting,Startup (<50),Fully Remote,12,113,Gemini,5,2.9,67,Experimenting,8.4,57,51,2.6,High,Medium
EMP0824,Data Scientist,4,Bachelor,UK,Cybersecurity,Mid (200-1000),On-site,6,182,Midjourney,5,4.6,40,Optimizing,8.0,65,56,4.2,High,Medium
EMP0825,Prompt Engineer,18,Self-taught,USA,Automotive,Mid (200-1000),Fully Remote,3,139,Claude,1,1.2,28,Experimenting,1.5,50,32,3.6,Medium,Low
EMP0826,ML Engineer,6,Bachelor,Singapore,Cybersecurity,Enterprise (5000+),Hybrid,48,168,GitHub Copilot,5,5.6,44,Integrating,3.6,52,55,2.6,High,High
EMP0827,Cloud Architect,3,Master,USA,Fintech,Large (1000-5000),Fully Remote,13,189,GitHub Copilot,4,5.9,33,AI-First,1.0,59,72,2.1,Low,Medium
EMP0828,Software Engineer,11,PhD,USA,Consulting,Small (50-200),On-site,43,54,Perplexity,2,7.7,57,Integrating,8.5,53,53,3.6,Medium,Low
EMP0829,Product Manager,15,Bachelor,Germany,Fintech,Enterprise (5000+),Hybrid,43,241,GitHub Copilot,5,2.5,26,Experimenting,3.2,42,36,4.4,Low,Low
EMP0830,Cloud Architect,5,Bootcamp,France,Automotive,Small (50-200),Fully Remote,12,61,Perplexity,2,0.6,76,Integrating,4.4,47,53,4.1,Low,Low
EMP0831,AI Researcher,10,PhD,France,EdTech,Large (1000-5000),Hybrid,11,217,Gemini,7,4.6,19,AI-First,3.2,51,21,4.3,Medium,Low
EMP0832,Prompt Engineer,12,Bootcamp,Australia,Consulting,Mid (200-1000),Hybrid,29,87,Cursor,4,5.8,73,Integrating,3.1,41,52,2.8,Medium,Low
EMP0833,Frontend Engineer,15,Bootcamp,Brazil,EdTech,Small (50-200),Hybrid,8,156,Gemini,5,6.4,68,Integrating,7.5,64,65,2.5,Medium,Medium
EMP0834,Software Engineer,17,Bootcamp,USA,E-commerce,Startup (<50),On-site,15,112,Gemini,1,2.0,8,Integrating,7.5,45,34,3.9,Medium,Low
EMP0835,Data Analyst,10,Bachelor,Netherlands,E-commerce,Startup (<50),Hybrid,14,159,Claude,1,2.5,79,Integrating,5.2,62,67,2.8,Medium,Medium
EMP0836,AI Researcher,6,Self-taught,France,EdTech,Enterprise (5000+),Fully Remote,6,218,GitHub Copilot,7,4.3,22,Experimenting,6.6,45,43,4.2,Medium,Low
EMP0837,AI Researcher,18,PhD,Canada,E-commerce,Large (1000-5000),Fully Remote,43,56,Midjourney,2,3.0,46,Optimizing,5.1,51,47,2.8,Low,Medium
EMP0838,ML Engineer,13,Master,Singapore,Consulting,Enterprise (5000+),Hybrid,9,145,Midjourney,6,7.0,34,Optimizing,0.3,55,48,2.8,Medium,Medium
EMP0839,Prompt Engineer,3,Self-taught,Netherlands,Media,Enterprise (5000+),Hybrid,2,122,ChatGPT,1,4.1,19,Integrating,0.7,36,41,3.5,Low,Low
EMP0840,Data Scientist,10,Bachelor,Germany,SaaS,Enterprise (5000+),Fully Remote,6,143,ChatGPT,1,6.5,74,Optimizing,3.8,52,55,3.4,Medium,Low
EMP0841,Data Analyst,14,Bootcamp,Germany,E-commerce,Startup (<50),Fully Remote,12,130,Perplexity,1,4.9,59,AI-First,7.5,37,56,2.9,Low,Medium
EMP0842,Product Manager,6,Master,Australia,E-commerce,Startup (<50),Hybrid,44,218,Notion AI,4,6.3,57,AI-First,9.1,60,51,3.0,Low,Medium
EMP0843,Cloud Architect,3,PhD,Australia,Fintech,Enterprise (5000+),On-site,49,204,Cursor,1,3.0,20,Experimenting,0.3,59,32,4.5,Medium,Low
EMP0844,ML Engineer,16,Self-taught,Brazil,EdTech,Startup (<50),Fully Remote,11,88,Perplexity,3,6.7,77,Integrating,3.7,58,61,3.2,Medium,Low
EMP0845,Product Manager,7,Self-taught,Canada,Healthtech,Large (1000-5000),Hybrid,16,98,Midjourney,5,2.6,38,AI-First,2.2,63,50,2.8,Medium,Low
EMP0846,ML Engineer,14,Master,Singapore,Gaming,Enterprise (5000+),Hybrid,40,177,GitHub Copilot,7,4.6,31,Experimenting,8.2,74,49,3.1,Low,Low
EMP0847,ML Engineer,9,Bachelor,Canada,Cybersecurity,Startup (<50),Hybrid,48,69,Perplexity,1,2.1,17,Experimenting,8.5,51,44,3.8,Medium,Low
EMP0848,ML Engineer,15,PhD,UK,E-commerce,Small (50-200),Fully Remote,30,124,Gemini,6,4.1,31,AI-First,2.1,53,40,3.0,High,Medium
EMP0849,Prompt Engineer,3,Master,Australia,Cybersecurity,Enterprise (5000+),Hybrid,26,60,Midjourney,6,2.9,77,Integrating,7.1,55,58,3.3,High,Medium
EMP0850,Data Scientist,2,Bootcamp,Brazil,Consulting,Enterprise (5000+),On-site,49,73,Cursor,1,2.5,73,Integrating,7.3,46,70,2.5,Medium,Medium
EMP0851,ML Engineer,2,PhD,India,Healthtech,Large (1000-5000),Fully Remote,7,112,Cursor,1,7.8,35,Integrating,1.8,41,67,2.9,Low,Medium
EMP0852,DevOps Engineer,3,Self-taught,USA,Gaming,Mid (200-1000),Hybrid,12,137,Midjourney,3,1.7,7,Optimizing,4.3,63,25,4.2,Medium,Low
EMP0853,Frontend Engineer,18,Master,USA,EdTech,Mid (200-1000),Fully Remote,18,217,Notion AI,1,6.4,34,Integrating,6.2,57,44,3.0,Low,Low
EMP0854,Product Manager,14,Self-taught,India,SaaS,Large (1000-5000),Fully Remote,16,115,ChatGPT,1,7.9,25,AI-First,0.3,35,66,2.5,Low,Medium
EMP0855,Software Engineer,18,Self-taught,France,Gaming,Large (1000-5000),Hybrid,17,214,Notion AI,5,0.6,10,Optimizing,4.0,51,37,4.5,Low,Low
EMP0856,Backend Engineer,10,Self-taught,Canada,Gaming,Large (1000-5000),Hybrid,3,124,GitHub Copilot,6,5.7,36,Integrating,1.5,51,50,4.5,High,Medium
EMP0857,Cloud Architect,2,Bachelor,India,SaaS,Mid (200-1000),Fully Remote,37,123,Midjourney,3,2.4,46,Integrating,5.4,59,46,2.6,Medium,Medium
EMP0858,Data Analyst,1,Self-taught,Brazil,Media,Large (1000-5000),Hybrid,20,173,Gemini,6,0.8,66,Experimenting,8.4,72,53,3.8,Medium,Low
EMP0859,AI Ethics Officer,4,Bootcamp,Singapore,EdTech,Startup (<50),Hybrid,39,217,Gemini,3,3.5,36,Optimizing,5.2,60,49,3.5,Medium,Low
EMP0860,Data Scientist,14,Bootcamp,India,Fintech,Enterprise (5000+),Hybrid,22,148,Claude,6,7.5,43,Integrating,0.4,54,53,4.3,Low,Low
EMP0861,Software Engineer,1,PhD,Brazil,Cybersecurity,Enterprise (5000+),Hybrid,12,102,Gemini,1,0.6,68,AI-First,0.3,48,50,3.1,Medium,Low
EMP0862,AI Researcher,14,Self-taught,Australia,E-commerce,Small (50-200),Fully Remote,42,51,Midjourney,6,4.9,34,Integrating,6.1,48,45,3.9,Medium,Low
EMP0863,DevOps Engineer,16,Self-taught,Netherlands,Gaming,Small (50-200),On-site,4,208,Midjourney,6,4.3,67,Integrating,3.3,48,60,2.8,Medium,Medium
EMP0864,AI Ethics Officer,14,Master,Germany,Consulting,Enterprise (5000+),Hybrid,35,198,Gemini,3,7.1,35,Integrating,5.7,64,48,4.0,High,Medium
EMP0865,Backend Engineer,3,Bachelor,Germany,SaaS,Startup (<50),Hybrid,19,41,ChatGPT,7,1.1,44,Optimizing,1.6,78,35,5.0,Low,Low
EMP0866,Software Engineer,3,PhD,UK,Cybersecurity,Mid (200-1000),On-site,16,183,GitHub Copilot,2,5.6,37,Integrating,7.8,46,64,3.0,High,Medium
EMP0867,AI Ethics Officer,9,Self-taught,Canada,Healthtech,Mid (200-1000),Fully Remote,26,168,Cursor,3,5.6,67,Integrating,8.6,56,60,2.4,Medium,Medium
EMP0868,Software Engineer,6,Master,Singapore,SaaS,Startup (<50),Fully Remote,16,171,Midjourney,3,5.5,29,AI-First,8.9,63,63,3.6,Medium,Medium
EMP0869,Cloud Architect,13,Bachelor,Netherlands,Healthtech,Mid (200-1000),Hybrid,31,86,Gemini,3,7.6,40,Integrating,3.0,39,41,3.9,Medium,Low
EMP0870,DevOps Engineer,2,PhD,Netherlands,EdTech,Large (1000-5000),Hybrid,18,232,Cursor,4,6.7,28,Integrating,6.6,47,40,3.9,High,Medium
EMP0871,Backend Engineer,8,PhD,Australia,Gaming,Enterprise (5000+),On-site,19,91,Gemini,7,0.8,62,Optimizing,2.8,83,53,4.0,Low,Low
EMP0872,AI Researcher,2,Self-taught,India,Consulting,Enterprise (5000+),On-site,32,86,Midjourney,4,4.0,43,Optimizing,7.6,48,50,2.8,Medium,Low
EMP0873,ML Engineer,4,PhD,Canada,E-commerce,Startup (<50),Fully Remote,44,138,Claude,4,3.5,50,Integrating,1.2,54,42,3.2,Medium,Low
EMP0874,Product Manager,15,Master,USA,Healthtech,Mid (200-1000),Hybrid,19,244,GitHub Copilot,3,2.8,14,Experimenting,7.6,49,48,3.7,Low,Low
EMP0875,AI Researcher,4,PhD,Netherlands,Cybersecurity,Small (50-200),Hybrid,36,89,Midjourney,2,3.9,36,Optimizing,4.4,34,41,3.3,Low,Low
EMP0876,ML Engineer,13,Bootcamp,Brazil,Media,Small (50-200),Fully Remote,14,84,Cursor,3,3.4,40,Experimenting,8.6,56,58,2.9,High,High
EMP0877,Prompt Engineer,12,Master,USA,EdTech,Mid (200-1000),Hybrid,15,81,Gemini,1,3.7,32,Optimizing,7.4,51,46,4.1,Low,Low
EMP0878,Prompt Engineer,13,Bachelor,UK,Media,Small (50-200),Hybrid,37,223,Claude,2,7.8,20,Experimenting,3.8,55,43,3.8,Low,Low
EMP0879,Prompt Engineer,14,Bachelor,India,EdTech,Startup (<50),Hybrid,19,110,Perplexity,4,1.2,20,Integrating,9.0,57,33,3.3,High,Medium
EMP0880,Data Scientist,18,Self-taught,India,Fintech,Startup (<50),Fully Remote,6,96,Midjourney,6,7.4,22,Experimenting,2.8,57,62,3.1,Medium,Medium
EMP0881,Frontend Engineer,6,Self-taught,Singapore,Cybersecurity,Mid (200-1000),Fully Remote,15,72,GitHub Copilot,6,4.1,12,Integrating,9.7,56,39,4.3,Low,Low
EMP0882,Data Analyst,11,Bootcamp,Netherlands,Media,Small (50-200),Fully Remote,26,195,Claude,7,5.2,79,Optimizing,7.7,58,71,2.7,Medium,Medium
EMP0883,Data Analyst,2,Bachelor,Australia,Consulting,Startup (<50),On-site,45,153,Cursor,5,6.7,74,Experimenting,9.9,50,76,2.9,Medium,Medium
EMP0884,Prompt Engineer,19,Bachelor,France,Gaming,Startup (<50),Fully Remote,40,83,Notion AI,7,3.2,5,Integrating,0.5,55,37,3.5,High,Medium
EMP0885,Product Manager,19,Bachelor,France,SaaS,Large (1000-5000),On-site,13,153,Gemini,2,3.7,66,AI-First,2.7,44,55,3.3,Medium,Low
EMP0886,Backend Engineer,5,Bachelor,Germany,E-commerce,Large (1000-5000),Hybrid,41,95,ChatGPT,4,3.6,42,Integrating,7.4,63,46,2.7,High,High
EMP0887,DevOps Engineer,19,PhD,Brazil,Gaming,Startup (<50),Hybrid,29,83,Perplexity,2,3.3,49,Optimizing,9.2,57,54,3.5,Low,Low
EMP0888,Backend Engineer,2,Master,USA,Gaming,Mid (200-1000),Hybrid,36,135,Perplexity,2,7.4,62,AI-First,0.3,54,75,2.7,Medium,Medium
EMP0889,DevOps Engineer,10,Master,UK,EdTech,Enterprise (5000+),Hybrid,2,112,GitHub Copilot,6,6.7,5,AI-First,0.0,81,35,3.2,Low,Low
EMP0890,Backend Engineer,2,Bootcamp,Germany,Consulting,Enterprise (5000+),Hybrid,4,73,Notion AI,3,1.3,36,AI-First,2.6,46,45,4.3,Low,Low
EMP0891,Frontend Engineer,11,PhD,India,EdTech,Startup (<50),Hybrid,44,53,Claude,1,1.3,12,Integrating,8.5,63,37,4.1,Medium,Low
EMP0892,Data Scientist,18,Bachelor,USA,Automotive,Startup (<50),Hybrid,8,235,Midjourney,5,3.7,44,AI-First,7.7,57,36,3.5,Low,Low
EMP0893,Data Scientist,15,Bachelor,Canada,Healthtech,Startup (<50),Hybrid,10,196,Midjourney,4,1.2,60,Optimizing,3.4,59,43,3.9,Medium,Low
EMP0894,Prompt Engineer,9,Self-taught,Netherlands,E-commerce,Mid (200-1000),Hybrid,37,164,Claude,2,5.1,67,Optimizing,0.0,60,54,2.7,High,Medium
EMP0895,ML Engineer,19,Self-taught,UK,Healthtech,Large (1000-5000),Fully Remote,24,118,Midjourney,5,1.6,78,Experimenting,5.5,55,62,2.5,Medium,Medium
EMP0896,AI Ethics Officer,9,Bootcamp,Canada,SaaS,Startup (<50),Hybrid,25,184,Perplexity,2,4.4,78,AI-First,2.4,43,69,2.2,Low,Medium
EMP0897,Data Scientist,3,Bachelor,Australia,Automotive,Startup (<50),On-site,11,122,Perplexity,6,0.6,40,Optimizing,7.5,53,28,3.6,Medium,Low
EMP0898,Data Scientist,9,Bootcamp,Netherlands,Cybersecurity,Small (50-200),Fully Remote,49,176,Perplexity,1,2.9,61,Optimizing,4.5,30,59,3.3,High,Medium
EMP0899,AI Researcher,14,PhD,USA,SaaS,Mid (200-1000),Fully Remote,13,66,Claude,6,5.6,78,Experimenting,6.8,68,68,2.8,Medium,Medium
EMP0900,AI Researcher,19,Master,Netherlands,SaaS,Startup (<50),Fully Remote,20,216,GitHub Copilot,5,4.1,49,Experimenting,8.5,65,57,3.5,Medium,Medium
